date,lat,lon
1/26/09 11:36,53.2925,-6.1286111
1/27/09 2:32,56.4,-3.4333333
1/18/09 13:36,51.51334,-0.08895
01/07/2009 5:53,49.4166667,7.4
1/25/09 1:53,-29.6166667,30.3833333
1/18/09 11:42,51.2,0.5833333
1/13/09 1:46,55.7666667,12.5166667
01/02/2009 15:57,40.95583,-73.93167
1/25/09 8:50,47.3666667,8.55
1/14/09 8:16,52.1333333,-106.6666667
1/27/09 11:21,34.04806,-118.52556
01/08/2009 10:13,54.4333333,-124.25
01/05/2009 7:47,46.2833333,6.1666667
1/22/09 9:00,42.54222,-76.66639
1/25/09 12:59,39.84667,-75.71194
01/10/2009 19:28,37.33944,-121.89389
01/08/2009 19:29,13.9166667,100.8166667
01/08/2009 12:04,35.36583,-120.84889
01/04/2009 16:59,-33.8166667,151
1/30/09 11:56,52.0166667,-1.9666667
01/06/2009 5:10,48.15,15.9166667
1/14/09 3:39,51.8833333,-8.5833333
1/14/09 3:47,51.8833333,-8.5833333
1/19/09 3:19,42.35,25.6666667
01/07/2009 1:42,57.0333333,24.1
01/07/2009 13:01,46.4166667,6.2
1/27/09 2:35,46.2833333,6.1
01/03/2009 14:14,36.175,-115.13639
1/22/09 12:37,37.97472,-122.56056
1/29/09 6:49,52.3666667,9.7166667
01/06/2009 9:45,40.66417,-73.70889
01/12/2009 11:16,40.4,-3.6833333
1/13/09 13:49,53.85,-9.3
01/12/2009 7:23,37.98722,-122.58778
1/30/09 4:48,33.30611,-111.84056
1/22/09 16:29,37.1306,-113.6492
1/27/09 6:26,42.88639,-78.87861
1/15/09 10:16,34.96167,-89.82944
1/19/09 18:54,41.25639,-74.36028
01/02/2009 22:44,-37.4833333,144.5833333
01/01/2009 18:32,37.56306,-122.32444
1/14/09 1:28,52.0333333,-0.7
1/20/09 8:08,46.9,19.7833333
1/29/09 2:48,54.8333333,11.15
1/24/09 18:02,28.60056,-81.30667
01/07/2009 8:26,33.30611,-111.84056
1/24/09 3:36,55.6666667,12.5833333
01/05/2009 15:23,52.25,-2.7
1/25/09 16:17,34.20722,-84.14028
1/15/09 10:37,41.51,-71.17167
1/20/09 15:28,39.57917,-104.87639
1/28/09 18:00,39.57917,-104.87639
1/29/09 5:06,38.96944,-77.38639
01/06/2009 18:53,33.2,-117.24167
1/21/09 6:55,43.62278,-87.79444
1/26/09 20:18,-34.2833333,146.0333333
1/25/09 17:58,42.27083,-83.72639
01/09/2009 14:37,40.56222,-111.92889
1/25/09 2:46,25.2522222,55.28
1/17/09 20:46,25.2522222,55.28
1/24/09 7:18,56.6666667,-3
01/11/2009 7:09,52.1588889,-7.1463889
01/08/2009 4:15,54.35,18.6666667
1/22/09 10:47,52.7930556,-6.1413889
1/26/09 20:47,40.8,-96.66667
01/12/2009 12:22,60.3333333,17.5
1/26/09 1:44,50.8333333,4.3333333
1/18/09 12:57,43.45889,-91.86528
1/24/09 21:26,41.86611,-88.10694
1/26/09 12:26,31.11694,-97.7275
01/05/2009 7:37,40.71417,-74.00639
1/14/09 12:33,51.75,-1.25
1/14/09 0:15,48.8666667,2.3333333
01/01/2009 12:42,50.7,-3.5333333
01/06/2009 6:07,55.8841667,12.5419444
1/15/09 5:11,51.52721,0.14559
1/17/09 4:03,9.9136111,124.0927778
1/19/09 10:13,51.51334,-0.08895
1/18/09 9:42,41.49694,-71.36778
01/09/2009 11:14,39.41944,-76.78056
01/10/2009 13:42,43.25,-79.8333333
01/07/2009 7:28,61.21806,-149.90028
1/18/09 6:46,53.7233333,-6.2825
1/30/09 12:18,33.87028,-117.92444
01/06/2009 5:42,33.74889,-84.38806
01/02/2009 10:58,43.6666667,-79.4166667
01/08/2009 3:29,53.4166667,-3
01/12/2009 13:23,45.3666667,11.6166667
1/19/09 9:34,36.175,-115.13639
01/09/2009 7:49,42.68056,-83.13389
1/15/09 5:27,46.3,-79.45
